Sector,Years of Operation,How Much They Raised,Giants,No Budget,Competition,Poor Market Fit,Acquisition Stagnation,Platform Dependency,Monetization Failure,Niche Limits,Execution Flaws,Trend Shifts,Toxicity/Trust Issues,Regulatory Pressure,Overhype,Security Risk,Tech Debt,failure,domain,week,startup_id
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.472,0.2,0.755,0.661,0.1,0.944,0.566,0,security,9,8759
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.56,0.2,0.896,0.784,0.1,1.12,0.672,1,security,8,8760
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,5,8761
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,6,8762
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,11,8763
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,12,8764
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.56,0.2,0.896,0.784,0.1,1.12,0.672,1,security,10,8765
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,1,8766
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,10,8767
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,12,8768
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,1,8769
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,4,8770
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,2,8771
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,11,8772
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,7,8773
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,2,8774
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,10,8775
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,2,8776
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,5,8777
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,4,8778
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,8,8779
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,4,8780
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,12,8781
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.56,0.2,0.896,0.784,0.1,1.12,0.672,1,security,6,8782
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,5,8783
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,11,8784
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,2,8785
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,11,8786
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.56,0.2,0.896,0.784,0.1,1.12,0.672,1,security,12,8787
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.56,0.2,0.896,0.784,0.1,1.12,0.672,1,security,8,8788
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,2,8789
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,9,8790
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,9,8791
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,3,8792
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,4,8793
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,8,8794
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,9,8795
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,3,8796
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,5,8797
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,11,8798
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,8,8799
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,3,8800
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,7,8801
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,11,8802
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,8,8803
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,10,8804
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,11,8805
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,3,8806
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,2,8807
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,10,8808
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,7,8809
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,12,8810
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,9,8811
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,1,8812
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,3,8813
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,5,8814
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,3,8815
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,1,8816
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,7,8817
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,7,8818
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,10,8819
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,12,8820
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,8,8821
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,5,8822
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.56,0.2,0.896,0.784,0.1,1.12,0.672,1,security,10,8823
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.56,0.2,0.896,0.784,0.1,1.12,0.672,1,security,12,8824
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.56,0.2,0.896,0.784,0.1,1.12,0.672,1,security,5,8825
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.56,0.2,0.896,0.784,0.1,1.12,0.672,1,security,5,8826
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,1,8827
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,10,8828
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,5,8829
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,6,8830
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,12,8831
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,1,8832
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,11,8833
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,7,8834
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,1,8835
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,11,8836
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,2,8837
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.56,0.2,0.896,0.784,0.1,1.12,0.672,1,security,2,8838
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.56,0.2,0.896,0.784,0.1,1.12,0.672,1,security,5,8839
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,10,8840
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,7,8841
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.728,0.2,1.165,1.019,0.1,1.456,0.874,1,security,1,8842
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.8,0.2,1.28,1.12,0.1,1.6,0.96,1,security,10,8843
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.52,0.2,0.832,0.728,0.1,1.04,0.624,0,security,1,8844
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.52,0.2,0.832,0.728,0.1,1.04,0.624,0,security,1,8845
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.608,0.2,0.973,0.851,0.1,1.216,0.73,1,security,6,8846
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.424,0.2,0.678,0.594,0.1,0.848,0.509,0,security,2,8847
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.424,0.2,0.678,0.594,0.1,0.848,0.509,0,security,1,8848
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.424,0.2,0.678,0.594,0.1,0.848,0.509,0,security,6,8849
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.424,0.2,0.678,0.594,0.1,0.848,0.509,0,security,2,8850
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,6,8851
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.744,0.2,1.19,1.042,0.1,1.488,0.893,1,security,10,8852
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.8,0.2,1.28,1.12,0.1,1.6,0.96,1,security,8,8853
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.792,0.2,1.267,1.109,0.1,1.584,0.95,1,security,2,8854
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.8,0.2,1.28,1.12,0.1,1.6,0.96,1,security,11,8855
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.784,0.2,1.254,1.098,0.1,1.568,0.941,1,security,9,8856
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,8,8857
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.376,0.2,0.602,0.526,0.1,0.752,0.451,0,security,12,8858
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.6,0.2,0.96,0.84,0.1,1.2,0.72,1,security,10,8859
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.728,0.2,1.165,1.019,0.1,1.456,0.874,1,security,1,8860
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.424,0.2,0.678,0.594,0.1,0.848,0.509,0,security,7,8861
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.344,0.2,0.55,0.482,0.1,0.688,0.413,0,security,10,8862
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.704,0.2,1.126,0.986,0.1,1.408,0.845,1,security,6,8863
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.384,0.2,0.614,0.538,0.1,0.768,0.461,0,security,6,8864
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.576,0.2,0.922,0.806,0.1,1.152,0.691,1,security,6,8865
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.6,0.2,0.96,0.84,0.1,1.2,0.72,1,security,6,8866
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.52,0.2,0.832,0.728,0.1,1.04,0.624,0,security,10,8867
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.704,0.2,1.126,0.986,0.1,1.408,0.845,1,security,7,8868
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.432,0.2,0.691,0.605,0.1,0.864,0.518,0,security,12,8869
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.488,0.2,0.781,0.683,0.1,0.976,0.586,0,security,3,8870
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.6,0.2,0.96,0.84,0.1,1.2,0.72,1,security,6,8871
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.6,0.2,0.96,0.84,0.1,1.2,0.72,1,security,3,8872
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.704,0.2,1.126,0.986,0.1,1.408,0.845,1,security,7,8873
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.488,0.2,0.781,0.683,0.1,0.976,0.586,0,security,7,8874
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.704,0.2,1.126,0.986,0.1,1.408,0.845,1,security,8,8875
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.488,0.2,0.781,0.683,0.1,0.976,0.586,0,security,2,8876
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.488,0.2,0.781,0.683,0.1,0.976,0.586,0,security,9,8877
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.624,0.2,0.998,0.874,0.1,1.248,0.749,1,security,5,8878
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.6,0.2,0.96,0.84,0.1,1.2,0.72,1,security,9,8879
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.704,0.2,1.126,0.986,0.1,1.408,0.845,1,security,10,8880
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.704,0.2,1.126,0.986,0.1,1.408,0.845,1,security,5,8881
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.72,0.2,1.152,1.008,0.1,1.44,0.864,1,security,7,8882
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.432,0.2,0.691,0.605,0.1,0.864,0.518,0,security,11,8883
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.768,0.2,1.229,1.075,0.1,1.536,0.922,1,security,9,8884
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.472,0.2,0.755,0.661,0.1,0.944,0.566,0,security,4,8885
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.68,0.2,1.088,0.952,0.1,1.36,0.816,1,security,2,8886
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.728,0.2,1.165,1.019,0.1,1.456,0.874,1,security,9,8887
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.616,0.2,0.986,0.862,0.1,1.232,0.739,1,security,2,8888
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.568,0.2,0.909,0.795,0.1,1.136,0.682,1,security,3,8889
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.344,0.2,0.55,0.482,0.1,0.688,0.413,0,security,10,8890
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.52,0.2,0.832,0.728,0.1,1.04,0.624,0,security,2,8891
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.424,0.2,0.678,0.594,0.1,0.848,0.509,0,security,3,8892
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.488,0.2,0.781,0.683,0.1,0.976,0.586,0,security,6,8893
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.6,0.2,0.96,0.84,0.1,1.2,0.72,1,security,3,8894
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.424,0.2,0.678,0.594,0.1,0.848,0.509,0,security,10,8895
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.424,0.2,0.678,0.594,0.1,0.848,0.509,0,security,8,8896
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.424,0.2,0.678,0.594,0.1,0.848,0.509,0,security,11,8897
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.424,0.2,0.678,0.594,0.1,0.848,0.509,0,security,6,8898
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.608,0.2,0.973,0.851,0.1,1.216,0.73,1,security,7,8899
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.568,0.2,0.909,0.795,0.1,1.136,0.682,1,security,1,8900
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.472,0.2,0.755,0.661,0.1,0.944,0.566,0,security,3,8901
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.52,0.2,0.832,0.728,0.1,1.04,0.624,0,security,3,8902
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.608,0.2,0.973,0.851,0.1,1.216,0.73,1,security,2,8903
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.728,0.2,1.165,1.019,0.1,1.456,0.874,1,security,7,8904
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.576,0.2,0.922,0.806,0.1,1.152,0.691,1,security,9,8905
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.432,0.2,0.691,0.605,0.1,0.864,0.518,0,security,4,8906
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.504,0.2,0.806,0.706,0.1,1.008,0.605,0,security,12,8907
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.296,0.2,0.474,0.414,0.1,0.592,0.355,0,security,5,8908
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.704,0.2,1.126,0.986,0.1,1.408,0.845,1,security,3,8909
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.704,0.2,1.126,0.986,0.1,1.408,0.845,1,security,11,8910
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.704,0.2,1.126,0.986,0.1,1.408,0.845,1,security,9,8911
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.576,0.2,0.922,0.806,0.1,1.152,0.691,1,security,4,8912
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.64,0.2,1.024,0.896,0.1,1.28,0.768,1,security,5,8913
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.6,0.2,0.96,0.84,0.1,1.2,0.72,1,security,1,8914
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.792,0.2,1.267,1.109,0.1,1.584,0.95,1,security,11,8915
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.392,0.2,0.627,0.549,0.1,0.784,0.47,0,security,12,8916
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.784,0.2,1.254,1.098,0.1,1.568,0.941,1,security,2,8917
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.784,0.2,1.254,1.098,0.1,1.568,0.941,1,security,12,8918
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.296,0.2,0.474,0.414,0.1,0.592,0.355,0,security,9,8919
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.584,0.2,0.934,0.818,0.1,1.168,0.701,1,security,2,8920
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.432,0.2,0.691,0.605,0.1,0.864,0.518,0,security,5,8921
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.784,0.2,1.254,1.098,0.1,1.568,0.941,1,security,8,8922
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.488,0.2,0.781,0.683,0.1,0.976,0.586,0,security,3,8923
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.6,0.2,0.96,0.84,0.1,1.2,0.72,1,security,6,8924
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.44,0.2,0.704,0.616,0.1,0.88,0.528,0,security,4,8925
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,0.0,0.2,0.2,0.704,0.2,1.126,0.986,0.1,1.408,0.845,1,security,11,8926
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.784,0.2,1.254,1.098,0.1,1.568,0.941,1,security,7,8927
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.784,0.2,1.254,1.098,0.1,1.568,0.941,1,security,10,8928
Technology,3.0,10.0,0.5,0.3,0.8,0.2,0.2,1.2,0.2,0.2,0.512,0.2,0.819,0.717,0.1,1.024,0.614,0,security,3,8929
