Sector,Years of Operation,How Much They Raised,Giants,No Budget,Competition,Poor Market Fit,Acquisition Stagnation,Platform Dependency,Monetization Failure,Niche Limits,Execution Flaws,Trend Shifts,Toxicity/Trust Issues,Regulatory Pressure,Overhype,failure,startup_id,week
Finance and Insurance,2040.2472699218647,60.41767764964999,0.6676119171353956,0.052545069130743735,0.42660825064386626,0.010810044514328973,0.6774150293063118,-0.18988257708344497,0.17155233550050447,0.1688250097304965,-0.0899029752428762,0.13323615443929368,-0.10583749652518702,-0.10355472320608389,-0.004379122527101243,0,79,3
Finance and Insurance,2128.953672961946,63.04453319963478,0.6966385222282389,0.05482963735381955,0.4451564354544692,0.011280046449734581,0.7068678566674559,-0.19813834130446434,0.17901113269617858,0.17616522754486594,-0.09381180025343605,0.13902903071926295,-0.1104391268088908,-0.10805710247591362,-0.0045695191587143405,0,79,4
Finance and Insurance,2217.660076002027,65.67138874961957,0.7256651273210822,0.057114205576895366,0.4637046202650721,0.01175004838514019,0.7363206840285998,-0.20639410552548368,0.18646992989185268,0.18350544535923535,-0.09772062526399589,0.14482190699923225,-0.11504075709259459,-0.11255948174574336,-0.004759915790327438,0,79,5
Finance and Insurance,2306.366479042108,68.29824429960435,0.7546917324139255,0.05939877379997119,0.482252805075675,0.012220050320545798,0.7657735113897439,-0.21464986974650305,0.19392872708752681,0.19084566317360477,-0.10162945027455572,0.15061478327920155,-0.11964238737629838,-0.1170618610155731,-0.0049503124219405364,0,79,6
Finance and Insurance,2395.072882082189,70.92509984958913,0.7837183375067689,0.061683342023047004,0.5008009898862779,0.012690052255951406,0.795226338750888,-0.2229056339675224,0.20138752428320092,0.19818588098797418,-0.10553827528511557,0.15640765955917085,-0.12424401766000216,-0.12156424028540283,-0.005140709053553634,0,79,7
Finance and Insurance,2483.7792851222703,73.5519553995739,0.812744942599612,0.0639679102461228,0.5193491746968807,0.013160054191357011,0.8246791661120318,-0.2311613981885417,0.208846321478875,0.20552609880234357,-0.10944710029567538,0.16220053583914013,-0.12884564794370593,-0.12606661955523255,-0.005331105685166731,0,79,8
Finance and Insurance,2572.4856881623514,76.1788109495587,0.8417715476924553,0.06625247846919863,0.5378973595074836,0.01363005612676262,0.8541319934731758,-0.23941716240956107,0.21630511867454913,0.21286631661671299,-0.11335592530623523,0.16799341211910943,-0.13344727822740973,-0.1305689988250623,-0.005521502316779828,0,79,9
Finance and Insurance,2661.1920912024325,78.80566649954348,0.8707981527852986,0.06853704669227445,0.5564455443180865,0.014100058062168228,0.8835848208343199,-0.24767292663058044,0.22376391587022323,0.2202065344310824,-0.11726475031679506,0.17378628839907873,-0.1380489085111135,-0.13507137809489203,-0.005711898948392926,0,79,10
Finance and Insurance,2749.8984942425136,81.43252204952826,0.899824757878142,0.07082161491535026,0.5749937291286894,0.014570059997573836,0.913037648195464,-0.2559286908515998,0.23122271306589734,0.22754675224545184,-0.1211735753273549,0.179579164679048,-0.1426505387948173,-0.13957375736472177,-0.005902295580006023,0,79,11
Finance and Insurance,2838.6048972825947,84.05937759951304,0.9288513629709853,0.07310618313842608,0.5935419139392922,0.015040061932979444,0.9424904755566079,-0.2641844550726191,0.23868151026157147,0.23488697005982126,-0.12508240033791473,0.1853720409590173,-0.1472521690785211,-0.14407613663455152,-0.006092692211619122,0,79,12
Finance and Insurance,1859.1307289434944,0.7108148560676778,0.609558706949709,0.04797593268459211,0.38951188102266054,0.00987004064351776,-0.08939123240964883,-0.17337104864140632,0.15663474110915626,0.1541445741017577,-0.08208532522175654,0.12165040187935511,-0.09663423595777947,-0.09454996466642443,-0.003998329263875049,0,80,1
Finance and Insurance,1947.6607636550893,0.7446631825470911,0.6385853120425524,0.05026050090766793,0.40806006583326343,0.010340042578923368,-0.09364795776248926,-0.18162681286242566,0.1640935383048304,0.1614847919161271,-0.0859941502323164,0.1274432781593244,-0.10123586624148324,-0.09905234393625416,-0.004188725895488146,0,80,2
Finance and Insurance,2036.190798366684,0.7785115090265041,0.6676119171353956,0.052545069130743735,0.42660825064386626,0.010810044514328973,-0.09790468311532965,-0.18988257708344497,0.17155233550050447,0.1688250097304965,-0.0899029752428762,0.13323615443929368,-0.10583749652518702,-0.10355472320608389,-0.004379122527101243,0,80,3
Finance and Insurance,2124.720833078279,0.8123598355059174,0.6966385222282389,0.05482963735381955,0.4451564354544692,0.011280046449734581,-0.10216140846817008,-0.19813834130446434,0.17901113269617858,0.17616522754486594,-0.09381180025343605,0.13902903071926295,-0.1104391268088908,-0.10805710247591362,-0.0045695191587143405,0,80,4
Finance and Insurance,2213.250867789874,0.8462081619853307,0.7256651273210822,0.057114205576895366,0.4637046202650721,0.01175004838514019,-0.10641813382101051,-0.20639410552548368,0.18646992989185268,0.18350544535923535,-0.09772062526399589,0.14482190699923225,-0.11504075709259459,-0.11255948174574336,-0.004759915790327438,0,80,5
Finance and Insurance,2301.780902501469,0.8800564884647439,0.7546917324139255,0.05939877379997119,0.482252805075675,0.012220050320545798,-0.11067485917385093,-0.21464986974650305,0.19392872708752681,0.19084566317360477,-0.10162945027455572,0.15061478327920155,-0.11964238737629838,-0.1170618610155731,-0.0049503124219405364,0,80,6
Finance and Insurance,2390.3109372130643,0.9139048149441572,0.7837183375067689,0.061683342023047004,0.5008009898862779,0.012690052255951406,-0.11493158452669135,-0.2229056339675224,0.20138752428320092,0.19818588098797418,-0.10553827528511557,0.15640765955917085,-0.12424401766000216,-0.12156424028540283,-0.005140709053553634,0,80,7
Finance and Insurance,2478.840971924659,0.9477531414235703,0.812744942599612,0.0639679102461228,0.5193491746968807,0.013160054191357011,-0.11918830987953176,-0.2311613981885417,0.208846321478875,0.20552609880234357,-0.10944710029567538,0.16220053583914013,-0.12884564794370593,-0.12606661955523255,-0.005331105685166731,0,80,8
Finance and Insurance,2567.3710066362537,0.9816014679029835,0.8417715476924553,0.06625247846919863,0.5378973595074836,0.01363005612676262,-0.12344503523237219,-0.23941716240956107,0.21630511867454913,0.21286631661671299,-0.11335592530623523,0.16799341211910943,-0.13344727822740973,-0.1305689988250623,-0.005521502316779828,0,80,9
Finance and Insurance,2655.901041347849,1.0154497943823968,0.8707981527852986,0.06853704669227445,0.5564455443180865,0.014100058062168228,-0.1277017605852126,-0.24767292663058044,0.22376391587022323,0.2202065344310824,-0.11726475031679506,0.17378628839907873,-0.1380489085111135,-0.13507137809489203,-0.005711898948392926,0,80,10
Finance and Insurance,2744.431076059444,1.04929812086181,0.899824757878142,0.07082161491535026,0.5749937291286894,0.014570059997573836,-0.13195848593805304,-0.2559286908515998,0.23122271306589734,0.22754675224545184,-0.1211735753273549,0.179579164679048,-0.1426505387948173,-0.13957375736472177,-0.005902295580006023,0,80,11
Finance and Insurance,2832.961110771039,1.0831464473412233,0.9288513629709853,0.07310618313842608,0.5935419139392922,0.015040061932979444,-0.13621521129089345,-0.2641844550726191,0.23868151026157147,0.23488697005982126,-0.12508240033791473,0.1853720409590173,-0.1472521690785211,-0.14407613663455152,-0.006092692211619122,0,80,12
Finance and Insurance,1862.8344638417027,4.011005867801784,-0.09412728790571993,0.04797593268459211,0.38951188102266054,0.4313149189676526,-0.08939123240964883,-0.17337104864140632,0.15663474110915626,0.7644329349171176,-0.08208532522175654,0.12165040187935511,-0.09663423595777947,-0.09454996466642443,-0.003998329263875049,0,81,1
Finance and Insurance,1951.5408668817838,4.202006147220916,-0.09860953971075423,0.05026050090766793,0.40806006583326343,0.45185372463277895,-0.09364795776248926,-0.18162681286242566,0.1640935383048304,0.8008345032465042,-0.0859941502323164,0.1274432781593244,-0.10123586624148324,-0.09905234393625416,-0.004188725895488146,0,81,2
Finance and Insurance,2040.2472699218647,4.393006426640048,-0.1030917915157885,0.052545069130743735,0.42660825064386626,0.4723925302979052,-0.09790468311532965,-0.18988257708344497,0.17155233550050447,0.8372360715758906,-0.0899029752428762,0.13323615443929368,-0.10583749652518702,-0.10355472320608389,-0.004379122527101243,0,81,3
Finance and Insurance,2128.953672961946,4.584006706059181,-0.10757404332082278,0.05482963735381955,0.4451564354544692,0.4929313359630315,-0.10216140846817008,-0.19813834130446434,0.17901113269617858,0.8736376399052772,-0.09381180025343605,0.13902903071926295,-0.1104391268088908,-0.10805710247591362,-0.0045695191587143405,0,81,4
Finance and Insurance,2217.660076002027,4.7750069854783135,-0.11205629512585706,0.057114205576895366,0.4637046202650721,0.5134701416281579,-0.10641813382101051,-0.20639410552548368,0.18646992989185268,0.9100392082346638,-0.09772062526399589,0.14482190699923225,-0.11504075709259459,-0.11255948174574336,-0.004759915790327438,0,81,5
Finance and Insurance,2306.366479042108,4.9660072648974465,-0.11653854693089136,0.05939877379997119,0.482252805075675,0.5340089472932842,-0.11067485917385093,-0.21464986974650305,0.19392872708752681,0.9464407765640503,-0.10162945027455572,0.15061478327920155,-0.11964238737629838,-0.1170618610155731,-0.0049503124219405364,0,81,6
Finance and Insurance,2395.072882082189,5.1570075443165795,-0.12102079873592564,0.061683342023047004,0.5008009898862779,0.5545477529584105,-0.11493158452669135,-0.2229056339675224,0.20138752428320092,0.982842344893437,-0.10553827528511557,0.15640765955917085,-0.12424401766000216,-0.12156424028540283,-0.005140709053553634,0,81,7
Finance and Insurance,2483.7792851222703,5.348007823735712,-0.1255030505409599,0.0639679102461228,0.5193491746968807,0.5750865586235367,-0.11918830987953176,-0.2311613981885417,0.208846321478875,1.0192439132228235,-0.10944710029567538,0.16220053583914013,-0.12884564794370593,-0.12606661955523255,-0.005331105685166731,0,81,8
Finance and Insurance,2572.4856881623514,5.539008103154844,-0.1299853023459942,0.06625247846919863,0.5378973595074836,0.5956253642886631,-0.12344503523237219,-0.23941716240956107,0.21630511867454913,1.05564548155221,-0.11335592530623523,0.16799341211910943,-0.13344727822740973,-0.1305689988250623,-0.005521502316779828,0,81,9
Finance and Insurance,2661.1920912024325,5.730008382573977,-0.13446755415102848,0.06853704669227445,0.5564455443180865,0.6161641699537894,-0.1277017605852126,-0.24767292663058044,0.22376391587022323,1.0920470498815966,-0.11726475031679506,0.17378628839907873,-0.1380489085111135,-0.13507137809489203,-0.005711898948392926,0,81,10
Finance and Insurance,2749.8984942425136,5.92100866199311,-0.13894980595606277,0.07082161491535026,0.5749937291286894,0.6367029756189158,-0.13195848593805304,-0.2559286908515998,0.23122271306589734,1.1284486182109832,-0.1211735753273549,0.179579164679048,-0.1426505387948173,-0.13957375736472177,-0.005902295580006023,0,81,11
Finance and Insurance,2838.6048972825947,6.112008941412242,-0.14343205776109705,0.07310618313842608,0.5935419139392922,0.6572417812840421,-0.13621521129089345,-0.2641844550726191,0.23868151026157147,1.1648501865403698,-0.12508240033791473,0.1853720409590173,-0.1472521690785211,-0.14407613663455152,-0.006092692211619122,0,81,12
Finance and Insurance,1862.8344638417027,118.69264352556199,0.609558706949709,0.4773770825709828,0.38951188102266054,0.00987004064351776,-0.08939123240964883,-0.17337104864140632,0.15663474110915626,0.1541445741017577,-0.08208532522175654,0.12165040187935511,-0.09663423595777947,-0.09454996466642443,-0.003998329263875049,0,82,1
Finance and Insurance,1951.5408668817838,124.34467416963638,0.6385853120425524,0.5001093245981725,0.40806006583326343,0.010340042578923368,-0.09364795776248926,-0.18162681286242566,0.1640935383048304,0.1614847919161271,-0.0859941502323164,0.1274432781593244,-0.10123586624148324,-0.09905234393625416,-0.004188725895488146,0,82,2
Finance and Insurance,2040.2472699218647,129.99670481371072,0.6676119171353956,0.5228415666253621,0.42660825064386626,0.010810044514328973,-0.09790468311532965,-0.18988257708344497,0.17155233550050447,0.1688250097304965,-0.0899029752428762,0.13323615443929368,-0.10583749652518702,-0.10355472320608389,-0.004379122527101243,0,82,3
Finance and Insurance,2128.953672961946,135.6487354577851,0.6966385222282389,0.5455738086525518,0.4451564354544692,0.011280046449734581,-0.10216140846817008,-0.19813834130446434,0.17901113269617858,0.17616522754486594,-0.09381180025343605,0.13902903071926295,-0.1104391268088908,-0.10805710247591362,-0.0045695191587143405,0,82,4
Finance and Insurance,2217.660076002027,141.3007661018595,0.7256651273210822,0.5683060506797415,0.4637046202650721,0.01175004838514019,-0.10641813382101051,-0.20639410552548368,0.18646992989185268,0.18350544535923535,-0.09772062526399589,0.14482190699923225,-0.11504075709259459,-0.11255948174574336,-0.004759915790327438,0,82,5
Finance and Insurance,2306.366479042108,146.95279674593388,0.7546917324139255,0.5910382927069311,0.482252805075675,0.012220050320545798,-0.11067485917385093,-0.21464986974650305,0.19392872708752681,0.19084566317360477,-0.10162945027455572,0.15061478327920155,-0.11964238737629838,-0.1170618610155731,-0.0049503124219405364,0,82,6
Finance and Insurance,2395.072882082189,152.60482739000827,0.7837183375067689,0.6137705347341208,0.5008009898862779,0.012690052255951406,-0.11493158452669135,-0.2229056339675224,0.20138752428320092,0.19818588098797418,-0.10553827528511557,0.15640765955917085,-0.12424401766000216,-0.12156424028540283,-0.005140709053553634,0,82,7
Finance and Insurance,2483.7792851222703,158.25685803408263,0.812744942599612,0.6365027767613104,0.5193491746968807,0.013160054191357011,-0.11918830987953176,-0.2311613981885417,0.208846321478875,0.20552609880234357,-0.10944710029567538,0.16220053583914013,-0.12884564794370593,-0.12606661955523255,-0.005331105685166731,0,82,8
Finance and Insurance,2572.4856881623514,163.908888678157,0.8417715476924553,0.6592350187885001,0.5378973595074836,0.01363005612676262,-0.12344503523237219,-0.23941716240956107,0.21630511867454913,0.21286631661671299,-0.11335592530623523,0.16799341211910943,-0.13344727822740973,-0.1305689988250623,-0.005521502316779828,0,82,9
Finance and Insurance,2661.1920912024325,169.5609193222314,0.8707981527852986,0.6819672608156897,0.5564455443180865,0.014100058062168228,-0.1277017605852126,-0.24767292663058044,0.22376391587022323,0.2202065344310824,-0.11726475031679506,0.17378628839907873,-0.1380489085111135,-0.13507137809489203,-0.005711898948392926,0,82,10
Finance and Insurance,2749.8984942425136,175.21294996630579,0.899824757878142,0.7046995028428794,0.5749937291286894,0.014570059997573836,-0.13195848593805304,-0.2559286908515998,0.23122271306589734,0.22754675224545184,-0.1211735753273549,0.179579164679048,-0.1426505387948173,-0.13957375736472177,-0.005902295580006023,0,82,11
Finance and Insurance,2838.6048972825947,180.86498061038017,0.9288513629709853,0.7274317448700691,0.5935419139392922,0.015040061932979444,-0.13621521129089345,-0.2641844550726191,0.23868151026157147,0.23488697005982126,-0.12508240033791473,0.1853720409590173,-0.1472521690785211,-0.14407613663455152,-0.006092692211619122,0,82,12
Finance and Insurance,1865.6122650153588,16.386722161804684,0.609558706949709,0.04797593268459211,0.38951188102266054,0.00987004064351776,-0.08939123240964883,-0.17337104864140632,0.15663474110915626,0.1541445741017577,-0.08208532522175654,0.12165040187935511,-0.09663423595777947,0.8211954144892372,-0.003998329263875049,0,83,1
Finance and Insurance,1954.4509443018046,17.167042264747764,0.6385853120425524,0.05026050090766793,0.40806006583326343,0.010340042578923368,-0.09364795776248926,-0.18162681286242566,0.1640935383048304,0.1614847919161271,-0.0859941502323164,0.1274432781593244,-0.10123586624148324,0.8602999580363437,-0.004188725895488146,0,83,2
Finance and Insurance,2043.28962358825,17.947362367690843,0.6676119171353956,0.052545069130743735,0.42660825064386626,0.010810044514328973,-0.09790468311532965,-0.18988257708344497,0.17155233550050447,0.1688250097304965,-0.0899029752428762,0.13323615443929368,-0.10583749652518702,0.8994045015834501,-0.004379122527101243,0,83,3
Finance and Insurance,2132.1283028746957,18.727682470633923,0.6966385222282389,0.05482963735381955,0.4451564354544692,0.011280046449734581,-0.10216140846817008,-0.19813834130446434,0.17901113269617858,0.17616522754486594,-0.09381180025343605,0.13902903071926295,-0.1104391268088908,0.9385090451305567,-0.0045695191587143405,0,83,4
Finance and Insurance,2220.9669821611415,19.508002573577002,0.7256651273210822,0.057114205576895366,0.4637046202650721,0.01175004838514019,-0.10641813382101051,-0.20639410552548368,0.18646992989185268,0.18350544535923535,-0.09772062526399589,0.14482190699923225,-0.11504075709259459,0.9776135886776632,-0.004759915790327438,0,83,5
Finance and Insurance,2309.805661447587,20.288322676520085,0.7546917324139255,0.05939877379997119,0.482252805075675,0.012220050320545798,-0.11067485917385093,-0.21464986974650305,0.19392872708752681,0.19084566317360477,-0.10162945027455572,0.15061478327920155,-0.11964238737629838,1.0167181322247698,-0.0049503124219405364,0,83,6
Finance and Insurance,2398.644340734033,21.068642779463165,0.7837183375067689,0.061683342023047004,0.5008009898862779,0.012690052255951406,-0.11493158452669135,-0.2229056339675224,0.20138752428320092,0.19818588098797418,-0.10553827528511557,0.15640765955917085,-0.12424401766000216,1.0558226757718763,-0.005140709053553634,0,83,7
Finance and Insurance,2487.4830200204783,21.848962882406244,0.812744942599612,0.0639679102461228,0.5193491746968807,0.013160054191357011,-0.11918830987953176,-0.2311613981885417,0.208846321478875,0.20552609880234357,-0.10944710029567538,0.16220053583914013,-0.12884564794370593,1.0949272193189827,-0.005331105685166731,0,83,8
Finance and Insurance,2576.321699306924,22.629282985349324,0.8417715476924553,0.06625247846919863,0.5378973595074836,0.01363005612676262,-0.12344503523237219,-0.23941716240956107,0.21630511867454913,0.21286631661671299,-0.11335592530623523,0.16799341211910943,-0.13344727822740973,1.1340317628660894,-0.005521502316779828,0,83,9
Finance and Insurance,2665.1603785933694,23.409603088292403,0.8707981527852986,0.06853704669227445,0.5564455443180865,0.014100058062168228,-0.1277017605852126,-0.24767292663058044,0.22376391587022323,0.2202065344310824,-0.11726475031679506,0.17378628839907873,-0.1380489085111135,1.1731363064131959,-0.005711898948392926,0,83,10
Finance and Insurance,2753.999057879815,24.189923191235486,0.899824757878142,0.07082161491535026,0.5749937291286894,0.014570059997573836,-0.13195848593805304,-0.2559286908515998,0.23122271306589734,0.22754675224545184,-0.1211735753273549,0.179579164679048,-0.1426505387948173,1.2122408499603023,-0.005902295580006023,0,83,11
Finance and Insurance,2842.837737166261,24.970243294178566,0.9288513629709853,0.07310618313842608,0.5935419139392922,0.015040061932979444,-0.13621521129089345,-0.2641844550726191,0.23868151026157147,0.23488697005982126,-0.12508240033791473,0.1853720409590173,-0.1472521690785211,1.251345393507409,-0.006092692211619122,0,83,12
Finance and Insurance,1865.6122650153588,-0.11423289686584885,0.609558706949709,0.04797593268459211,0.38951188102266054,0.4313149189676526,-0.08939123240964883,-0.17337104864140632,0.15663474110915626,0.7644329349171176,-0.08208532522175654,0.12165040187935511,-0.09663423595777947,-0.09454996466642443,-0.003998329263875049,0,84,1
Finance and Insurance,1954.4509443018046,-0.11967255862136546,0.6385853120425524,0.05026050090766793,0.40806006583326343,0.45185372463277895,-0.09364795776248926,-0.18162681286242566,0.1640935383048304,0.8008345032465042,-0.0859941502323164,0.1274432781593244,-0.10123586624148324,-0.09905234393625416,-0.004188725895488146,0,84,2
Finance and Insurance,2043.28962358825,-0.12511222037688205,0.6676119171353956,0.052545069130743735,0.42660825064386626,0.4723925302979052,-0.09790468311532965,-0.18988257708344497,0.17155233550050447,0.8372360715758906,-0.0899029752428762,0.13323615443929368,-0.10583749652518702,-0.10355472320608389,-0.004379122527101243,0,84,3
Finance and Insurance,2132.1283028746957,-0.13055188213239868,0.6966385222282389,0.05482963735381955,0.4451564354544692,0.4929313359630315,-0.10216140846817008,-0.19813834130446434,0.17901113269617858,0.8736376399052772,-0.09381180025343605,0.13902903071926295,-0.1104391268088908,-0.10805710247591362,-0.0045695191587143405,0,84,4
Finance and Insurance,2220.9669821611415,-0.1359915438879153,0.7256651273210822,0.057114205576895366,0.4637046202650721,0.5134701416281579,-0.10641813382101051,-0.20639410552548368,0.18646992989185268,0.9100392082346638,-0.09772062526399589,0.14482190699923225,-0.11504075709259459,-0.11255948174574336,-0.004759915790327438,0,84,5
Finance and Insurance,2309.805661447587,-0.1414312056434319,0.7546917324139255,0.05939877379997119,0.482252805075675,0.5340089472932842,-0.11067485917385093,-0.21464986974650305,0.19392872708752681,0.9464407765640503,-0.10162945027455572,0.15061478327920155,-0.11964238737629838,-0.1170618610155731,-0.0049503124219405364,0,84,6
Finance and Insurance,2398.644340734033,-0.14687086739894853,0.7837183375067689,0.061683342023047004,0.5008009898862779,0.5545477529584105,-0.11493158452669135,-0.2229056339675224,0.20138752428320092,0.982842344893437,-0.10553827528511557,0.15640765955917085,-0.12424401766000216,-0.12156424028540283,-0.005140709053553634,0,84,7
Finance and Insurance,2487.4830200204783,-0.1523105291544651,0.812744942599612,0.0639679102461228,0.5193491746968807,0.5750865586235367,-0.11918830987953176,-0.2311613981885417,0.208846321478875,1.0192439132228235,-0.10944710029567538,0.16220053583914013,-0.12884564794370593,-0.12606661955523255,-0.005331105685166731,0,84,8
Finance and Insurance,2576.321699306924,-0.15775019090998174,0.8417715476924553,0.06625247846919863,0.5378973595074836,0.5956253642886631,-0.12344503523237219,-0.23941716240956107,0.21630511867454913,1.05564548155221,-0.11335592530623523,0.16799341211910943,-0.13344727822740973,-0.1305689988250623,-0.005521502316779828,0,84,9
Finance and Insurance,2665.1603785933694,-0.16318985266549835,0.8707981527852986,0.06853704669227445,0.5564455443180865,0.6161641699537894,-0.1277017605852126,-0.24767292663058044,0.22376391587022323,1.0920470498815966,-0.11726475031679506,0.17378628839907873,-0.1380489085111135,-0.13507137809489203,-0.005711898948392926,0,84,10
Finance and Insurance,2753.999057879815,-0.16862951442101495,0.899824757878142,0.07082161491535026,0.5749937291286894,0.6367029756189158,-0.13195848593805304,-0.2559286908515998,0.23122271306589734,1.1284486182109832,-0.1211735753273549,0.179579164679048,-0.1426505387948173,-0.13957375736472177,-0.005902295580006023,0,84,11
Finance and Insurance,2842.837737166261,-0.1740691761765316,0.9288513629709853,0.07310618313842608,0.5935419139392922,0.6572417812840421,-0.13621521129089345,-0.2641844550726191,0.23868151026157147,1.1648501865403698,-0.12508240033791473,0.1853720409590173,-0.1472521690785211,-0.14407613663455152,-0.006092692211619122,0,84,12
Finance and Insurance,1859.1307289434944,4.011005867801784,0.609558706949709,0.04797593268459211,0.38951188102266054,0.00987004064351776,-0.08939123240964883,-0.17337104864140632,0.15663474110915626,0.7644329349171176,-0.08208532522175654,0.12165040187935511,-0.09663423595777947,-0.09454996466642443,-0.003998329263875049,0,85,1
Finance and Insurance,1947.6607636550893,4.202006147220916,0.6385853120425524,0.05026050090766793,0.40806006583326343,0.010340042578923368,-0.09364795776248926,-0.18162681286242566,0.1640935383048304,0.8008345032465042,-0.0859941502323164,0.1274432781593244,-0.10123586624148324,-0.09905234393625416,-0.004188725895488146,0,85,2
Finance and Insurance,2036.190798366684,4.393006426640048,0.6676119171353956,0.052545069130743735,0.42660825064386626,0.010810044514328973,-0.09790468311532965,-0.18988257708344497,0.17155233550050447,0.8372360715758906,-0.0899029752428762,0.13323615443929368,-0.10583749652518702,-0.10355472320608389,-0.004379122527101243,0,85,3
Finance and Insurance,2124.720833078279,4.584006706059181,0.6966385222282389,0.05482963735381955,0.4451564354544692,0.011280046449734581,-0.10216140846817008,-0.19813834130446434,0.17901113269617858,0.8736376399052772,-0.09381180025343605,0.13902903071926295,-0.1104391268088908,-0.10805710247591362,-0.0045695191587143405,0,85,4
Finance and Insurance,2213.250867789874,4.7750069854783135,0.7256651273210822,0.057114205576895366,0.4637046202650721,0.01175004838514019,-0.10641813382101051,-0.20639410552548368,0.18646992989185268,0.9100392082346638,-0.09772062526399589,0.14482190699923225,-0.11504075709259459,-0.11255948174574336,-0.004759915790327438,0,85,5
Finance and Insurance,2301.780902501469,4.9660072648974465,0.7546917324139255,0.05939877379997119,0.482252805075675,0.012220050320545798,-0.11067485917385093,-0.21464986974650305,0.19392872708752681,0.9464407765640503,-0.10162945027455572,0.15061478327920155,-0.11964238737629838,-0.1170618610155731,-0.0049503124219405364,0,85,6
Finance and Insurance,2390.3109372130643,5.1570075443165795,0.7837183375067689,0.061683342023047004,0.5008009898862779,0.012690052255951406,-0.11493158452669135,-0.2229056339675224,0.20138752428320092,0.982842344893437,-0.10553827528511557,0.15640765955917085,-0.12424401766000216,-0.12156424028540283,-0.005140709053553634,0,85,7
Finance and Insurance,2478.840971924659,5.348007823735712,0.812744942599612,0.0639679102461228,0.5193491746968807,0.013160054191357011,-0.11918830987953176,-0.2311613981885417,0.208846321478875,1.0192439132228235,-0.10944710029567538,0.16220053583914013,-0.12884564794370593,-0.12606661955523255,-0.005331105685166731,0,85,8
Finance and Insurance,2567.3710066362537,5.539008103154844,0.8417715476924553,0.06625247846919863,0.5378973595074836,0.01363005612676262,-0.12344503523237219,-0.23941716240956107,0.21630511867454913,1.05564548155221,-0.11335592530623523,0.16799341211910943,-0.13344727822740973,-0.1305689988250623,-0.005521502316779828,0,85,9
Finance and Insurance,2655.901041347849,5.730008382573977,0.8707981527852986,0.06853704669227445,0.5564455443180865,0.014100058062168228,-0.1277017605852126,-0.24767292663058044,0.22376391587022323,1.0920470498815966,-0.11726475031679506,0.17378628839907873,-0.1380489085111135,-0.13507137809489203,-0.005711898948392926,0,85,10
Finance and Insurance,2744.431076059444,5.92100866199311,0.899824757878142,0.07082161491535026,0.5749937291286894,0.014570059997573836,-0.13195848593805304,-0.2559286908515998,0.23122271306589734,1.1284486182109832,-0.1211735753273549,0.179579164679048,-0.1426505387948173,-0.13957375736472177,-0.005902295580006023,0,85,11
Finance and Insurance,2832.961110771039,6.112008941412242,0.9288513629709853,0.07310618313842608,0.5935419139392922,0.015040061932979444,-0.13621521129089345,-0.2641844550726191,0.23868151026157147,1.1648501865403698,-0.12508240033791473,0.1853720409590173,-0.1472521690785211,-0.14407613663455152,-0.006092692211619122,0,85,12
Finance and Insurance,1868.3900661890152,-0.11423289686584885,0.609558706949709,0.04797593268459211,0.38951188102266054,0.00987004064351776,-0.08939123240964883,-0.17337104864140632,0.15663474110915626,0.1541445741017577,-0.08208532522175654,0.12165040187935511,-0.09663423595777947,-0.09454996466642443,-0.003998329263875049,0,86,1
Finance and Insurance,1957.3610217218254,-0.11967255862136546,0.6385853120425524,0.05026050090766793,0.40806006583326343,0.010340042578923368,-0.09364795776248926,-0.18162681286242566,0.1640935383048304,0.1614847919161271,-0.0859941502323164,0.1274432781593244,-0.10123586624148324,-0.09905234393625416,-0.004188725895488146,0,86,2
Finance and Insurance,2046.3319772546354,-0.12511222037688205,0.6676119171353956,0.052545069130743735,0.42660825064386626,0.010810044514328973,-0.09790468311532965,-0.18988257708344497,0.17155233550050447,0.1688250097304965,-0.0899029752428762,0.13323615443929368,-0.10583749652518702,-0.10355472320608389,-0.004379122527101243,0,86,3
Finance and Insurance,2135.3029327874456,-0.13055188213239868,0.6966385222282389,0.05482963735381955,0.4451564354544692,0.011280046449734581,-0.10216140846817008,-0.19813834130446434,0.17901113269617858,0.17616522754486594,-0.09381180025343605,0.13902903071926295,-0.1104391268088908,-0.10805710247591362,-0.0045695191587143405,0,86,4
Finance and Insurance,2224.273888320256,-0.1359915438879153,0.7256651273210822,0.057114205576895366,0.4637046202650721,0.01175004838514019,-0.10641813382101051,-0.20639410552548368,0.18646992989185268,0.18350544535923535,-0.09772062526399589,0.14482190699923225,-0.11504075709259459,-0.11255948174574336,-0.004759915790327438,0,86,5
Finance and Insurance,2313.2448438530664,-0.1414312056434319,0.7546917324139255,0.05939877379997119,0.482252805075675,0.012220050320545798,-0.11067485917385093,-0.21464986974650305,0.19392872708752681,0.19084566317360477,-0.10162945027455572,0.15061478327920155,-0.11964238737629838,-0.1170618610155731,-0.0049503124219405364,0,86,6
Finance and Insurance,2402.215799385877,-0.14687086739894853,0.7837183375067689,0.061683342023047004,0.5008009898862779,0.012690052255951406,-0.11493158452669135,-0.2229056339675224,0.20138752428320092,0.19818588098797418,-0.10553827528511557,0.15640765955917085,-0.12424401766000216,-0.12156424028540283,-0.005140709053553634,0,86,7
